# stan_version_major = 2
# stan_version_minor = 37
# stan_version_patch = 0
# model = model_code_5x463_model
# start_datetime = 2026-03-04 06:24:07 UTC
# method = sample (Default)
#   sample
#     num_samples = 2500
#     num_warmup = 1500
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = C:/Users/lukew/AppData/Local/Temp/Rtmp6HfTLc/standata-35b4146417c6.json
# init = 2 (Default)
# random
#   seed = 1483992606
# output
#   file = C:/Users/lukew/AppData/Local/Temp/Rtmp6HfTLc/model_code_5.3-202603040024-2-21cdbe.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 8 (Default)
#   profile_file = C:/Users/lukew/AppData/Local/Temp/Rtmp6HfTLc/model_code_5.3-profile-202603040024-2-979bcf.csv
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.37.0
# stancflags = --name=model_code_5.3_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,b0,b1,b2,sigma,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50
-17.767619,0.84595682,0.5572036,3,7,0,18.45786,0.11053092,0.057279085,-0.52111065,0.67858239,-2.1644396,-1.5894412,-0.6971487,-1.9753793,-1.0781039,-1.1260311,-1.7472987,-0.67156332,-0.71111829,-0.88526579,-1.2091116,-0.90982879,-7.2310793,-0.93232198,-0.76741783,-0.54796124,-0.53835904,-1.4740449,-0.84567295,-4.6735164,-0.53377109,-0.53477109,-0.56600195,-2.0725373,-0.88495755,-0.68896307,-0.86862083,-1.342728,-0.78118097,-2.3980693,-0.5350873,-1.1807896,-0.5545724,-2.8231812,-0.53539398,-1.3155927,-0.61401481,-1.0548675,-1.0749442,-1.2388858,-0.67591314,-0.78411517,-0.64094407,-1.9088625,-0.59995101,-0.70854135,-0.53176875,-0.53848923,-1.1031917,-1.0800148
-16.120324,0.9697544,0.5572036,3,7,0,18.96215,0.056193949,-0.1928902,-0.68690242,0.88425312,-1.6952703,-1.9024062,-0.91071099,-2.0275896,-1.0438893,-1.3980073,-1.4307739,-0.7967433,-0.79634848,-1.0878845,-1.3788559,-0.80340463,-4.589321,-1.0060189,-0.92708583,-0.79869831,-0.79678394,-1.380853,-1.0292032,-2.4699264,-0.79766858,-0.7968903,-0.86004296,-2.0878809,-0.98077385,-0.94764966,-1.0716372,-1.3504535,-0.90275543,-2.0269717,-0.8022233,-1.0454545,-0.80525255,-1.5215236,-0.81824126,-1.3449325,-0.83379725,-1.2099123,-1.1193864,-1.2466081,-0.87786956,-0.88637322,-0.84828513,-1.2200036,-0.81531465,-0.8454376,-0.80174798,-0.80727637,-1.2371056,-0.82318548
-16.962213,0.96031316,0.5572036,2,3,0,17.323789,0.079403881,-0.18438136,-0.74730922,0.9330022,-1.5777012,-1.7292652,-0.93593256,-1.7692393,-1.06151,-1.3382263,-1.3546886,-0.85046966,-0.85984462,-1.1113918,-1.3353633,-0.85544774,-4.7628949,-1.0205033,-0.94765215,-0.85841091,-0.85724942,-1.281961,-1.0376574,-2.3689089,-0.85461965,-0.86151535,-0.90656784,-2.0108406,-0.99545049,-1.0103092,-1.1257702,-1.4069281,-0.95550056,-1.8486435,-0.85187365,-1.0088145,-0.86462961,-1.5958146,-0.87051531,-1.2308942,-0.87745271,-1.1872086,-1.2206081,-1.256233,-0.90576947,-0.90586111,-0.92154665,-1.4154944,-0.87264162,-0.89641683,-0.85178744,-0.85127476,-1.2503998,-0.9173426
-16.962213,0.64282317,0.5572036,2,7,0,23.183375,0.079403881,-0.18438136,-0.74730922,0.9330022,-1.5777012,-1.7292652,-0.93593256,-1.7692393,-1.06151,-1.3382263,-1.3546886,-0.85046966,-0.85984462,-1.1113918,-1.3353633,-0.85544774,-4.7628949,-1.0205033,-0.94765215,-0.85841091,-0.85724942,-1.281961,-1.0376574,-2.3689089,-0.85461965,-0.86151535,-0.90656784,-2.0108406,-0.99545049,-1.0103092,-1.1257702,-1.4069281,-0.95550056,-1.8486435,-0.85187365,-1.0088145,-0.86462961,-1.5958146,-0.87051531,-1.2308942,-0.87745271,-1.1872086,-1.2206081,-1.256233,-0.90576947,-0.90586111,-0.92154665,-1.4154944,-0.87264162,-0.89641683,-0.85178744,-0.85127476,-1.2503998,-0.9173426
-16.616264,0.98923274,0.5572036,3,7,0,18.473922,0.15625714,-0.11185149,-0.69917373,0.7712288,-1.6334747,-1.6420975,-0.74371509,-1.7446336,-1.0637813,-1.1898286,-1.5284135,-0.69084768,-0.66039904,-1.0780486,-1.2118106,-0.73582547,-6.7201123,-0.97884828,-0.76572526,-0.6934444,-0.68934137,-1.1964418,-0.86268164,-2.982428,-0.65917658,-0.66170603,-0.75417462,-2.3454167,-0.8312521,-0.92216503,-1.1019298,-1.5454056,-0.78629066,-2.2092375,-0.65924327,-0.99373746,-0.70380121,-2.1089437,-0.69833801,-1.1090298,-0.68308225,-1.1916661,-1.1213013,-1.3298052,-0.71328548,-0.72641332,-0.81044158,-1.7593333,-0.68113641,-0.78256935,-0.66011799,-0.65956598,-1.2897056,-0.91410867
-16.246218,1,0.5572036,3,7,0,16.801405,-0.13893662,-0.0091210802,-0.57350222,0.84650781,-2.2105407,-1.9380867,-1.0318593,-2.1966582,-0.89143363,-1.498177,-1.1948452,-0.75315144,-0.75379254,-0.84345716,-1.5479619,-0.78660808,-4.3015607,-0.84132608,-1.0898168,-0.76266521,-0.76983809,-1.6992381,-1.1873836,-3.8340636,-0.78653068,-0.78596833,-0.7526344,-1.472236,-1.1936689,-0.77424024,-0.83832649,-1.0485471,-1.0952127,-1.5742073,-0.81665313,-0.91515415,-0.75831264,-1.6275967,-0.76625583,-1.5876701,-0.92824886,-0.91414031,-1.3928388,-0.98580088,-0.9994749,-1.0784092,-0.75679143,-1.2296392,-0.9076355,-0.76471072,-0.79328804,-0.82533821,-0.93874565,-0.83999163
-16.384261,0.63413299,0.5572036,2,7,0,20.531094,0.035170248,0.05041388,-0.60377842,0.91124313,-1.7696007,-1.4481101,-0.94779771,-1.5859127,-1.0331823,-1.2095355,-1.2982572,-0.86140265,-0.83128099,-0.96375111,-1.2701601,-0.94807192,-4.8592402,-0.96102925,-0.98736907,-0.83085847,-0.82914679,-1.3441174,-1.0457882,-3.3308341,-0.83277709,-0.84395639,-0.83057452,-1.5657824,-1.0633154,-0.89508575,-0.98171816,-1.2443733,-1.0417554,-1.6031296,-0.8345071,-1.0069183,-0.83135905,-2.0328445,-0.82633049,-1.2328685,-0.89798016,-1.0134212,-1.3316886,-1.1317547,-0.92733046,-0.97648853,-0.87904702,-1.7177561,-0.9113621,-0.88203907,-0.82717708,-0.83098625,-1.0721339,-1.1554496
-20.594923,0.82766352,0.5572036,3,7,0,21.21498,0.087851508,-0.33174274,-0.63606044,1.0682532,-1.6035804,-2.0158157,-1.0583296,-2.1889847,-1.2133228,-1.493125,-1.6174091,-0.98512908,-1.0230039,-1.2907063,-1.4248829,-0.98496343,-2.9965698,-1.2149247,-1.0638148,-0.98514002,-0.98594874,-1.4701215,-1.140806,-1.7604164,-0.98906239,-1.0124694,-1.0921382,-2.1621326,-1.0887141,-1.120191,-1.2202602,-1.3845108,-1.0065098,-2.2226495,-0.98838828,-1.3191938,-0.99208518,-1.2833711,-1.0374238,-1.5125204,-0.99755472,-1.4659241,-1.0567799,-1.3878753,-1.0369211,-1.0396342,-1.0085902,-1.0504533,-0.98530445,-1.0270545,-0.99096798,-1.0063477,-1.404787,-1.0070855
-22.291586,0.87461375,0.5572036,3,7,0,24.77383,-0.20126927,0.30690718,-0.54639601,0.75939789,-2.6396421,-1.3378736,-1.0509642,-1.5391223,-0.73033516,-1.2298229,-0.87541138,-0.69074405,-0.66010798,-0.64566766,-1.4566017,-0.93145386,-6.5226355,-0.65864402,-1.187107,-0.64969956,-0.64906223,-1.6569422,-1.2194556,-6.9958537,-0.78775531,-0.94311757,-0.76714781,-0.91387519,-1.3950978,-0.64408774,-0.66238568,-0.88930743,-1.5656528,-0.97342969,-0.74856102,-0.67706577,-0.66047471,-2.833634,-0.83184503,-1.3240687,-1.0290696,-0.64663876,-2.3411732,-0.75365443,-1.0312561,-1.2323927,-0.65509403,-2.5791536,-1.2334855,-0.65433017,-0.67875147,-0.69169491,-0.68471218,-1.7559777
-17.183604,1,0.5572036,2,7,0,22.56268,-0.16178509,-0.13504863,-0.52971747,0.82869048,-2.3646197,-2.4840869,-1.0587729,-2.9145924,-0.90128997,-1.7473718,-1.3579188,-0.7343725,-0.77013983,-0.88111654,-1.7140765,-0.7345954,-3.4811478,-0.87266592,-1.1088833,-0.76427853,-0.78989308,-1.9636068,-1.2374917,-3.3399486,-0.74536471,-0.73115965,-0.7365865,-1.7127648,-1.1971567,-0.75695013,-0.83034141,-1.0133996,-0.97970234,-1.9551063,-0.81766979,-1.0412429,-0.74481585,-1.2598581,-0.73278034,-1.9567145,-0.90346213,-1.0372908,-1.1252661,-1.024236,-1.0232702,-1.1010424,-0.73128362,-0.8433473,-0.81606042,-0.7398216,-0.80248341,-0.88021085,-0.9925724,-0.73624373
-15.487307,1,0.5572036,2,7,0,17.333862,-0.044747584,-0.11041066,-0.72302079,0.79279387,-1.9559176,-1.9571951,-0.89626555,-2.0339036,-0.8685702,-1.4624294,-1.1770713,-0.68695566,-0.73014637,-0.883309,-1.4952198,-0.69270786,-5.8232579,-0.81193131,-0.92771234,-0.68690217,-0.68681703,-1.4439561,-1.0653832,-3.4763096,-0.72836096,-0.76050117,-0.69961207,-1.8490847,-1.021706,-0.79358073,-0.91097903,-1.2455417,-0.9783868,-1.6905952,-0.7144415,-0.80382095,-0.6877956,-1.7011145,-0.68680979,-1.3302987,-0.79512025,-0.94801521,-1.4594311,-1.059786,-0.84500943,-0.86078401,-0.73260849,-1.4813186,-0.80179634,-0.71128973,-0.70813048,-0.70666953,-1.0324801,-0.80728934
-17.291319,0.64563982,0.5572036,2,7,0,19.077064,-0.11933297,-0.19866727,-0.54149397,0.79480215,-2.3528004,-2.7148846,-1.0026096,-3.1914524,-0.91662785,-1.814642,-1.490628,-0.69440461,-0.75138775,-0.92468444,-1.7384523,-0.68974189,-3.6001582,-0.89646987,-1.0438694,-0.71733065,-0.74493045,-1.9895742,-1.1936348,-3.0938335,-0.69425068,-0.69411762,-0.71697613,-1.9900374,-1.1246204,-0.74310862,-0.84402215,-1.0552765,-0.88074513,-2.2684391,-0.76285347,-1.1093191,-0.69666065,-1.1851498,-0.69087421,-2.0291744,-0.83113395,-1.1445255,-1.0014803,-1.085471,-0.96159393,-1.0240763,-0.68933579,-0.76165325,-0.73681931,-0.70537052,-0.75625624,-0.83915936,-1.0642364,-0.72155352
-15.771617,0.98273983,0.5572036,3,7,0,18.210268,0.023961813,0.082949455,-0.57286866,0.78105793,-2.016855,-1.4889111,-0.84957645,-1.7079431,-0.95254566,-1.1821789,-1.316678,-0.73177715,-0.69087916,-0.83708205,-1.2736244,-0.87762372,-6.0207187,-0.85049979,-0.91117037,-0.67635723,-0.67404706,-1.4148255,-0.98186876,-4.2822982,-0.68034698,-0.69283844,-0.67419244,-1.5963612,-1.02056,-0.74721709,-0.8565302,-1.1985965,-0.98741094,-1.7003644,-0.68654531,-0.93519526,-0.67667236,-2.3765294,-0.67443066,-1.2539459,-0.78325653,-0.90482638,-1.3626814,-1.065139,-0.8253918,-0.90948782,-0.73438876,-1.8888513,-0.80200591,-0.74846844,-0.67374969,-0.68185783,-0.97610337,-1.1616784
-18.090107,0.90322132,0.5572036,2,3,0,18.260707,0.17176825,0.029464646,-0.39118992,0.76538603,-1.9736669,-1.6074979,-0.76071331,-2.1416607,-1.2774023,-1.1198182,-2.1009015,-0.82900848,-1.2929599,-1.0593688,-1.1439574,-1.0758781,-4.8030096,-1.1762872,-0.81670732,-0.66134399,-0.65183527,-1.5341342,-0.86202945,-3.4395581,-0.70639204,-0.79211254,-0.72987513,-2.1243817,-0.89142992,-0.7923089,-0.95223804,-1.2845733,-0.73660215,-2.7912627,-0.6522001,-1.6919435,-0.67591417,-2.2937472,-0.67702086,-1.4855351,-0.68981457,-1.3410147,-0.77792439,-1.3731034,-0.75681814,-0.86955791,-0.71838273,-1.240189,-0.65634268,-0.86383346,-0.65451802,-0.66979289,-1.2453377,-0.86576742
-17.640569,1,0.5572036,3,7,0,18.796636,-0.18408113,-0.13400132,-0.53366756,0.87130385,-2.2983609,-2.4038708,-1.0968914,-2.7907195,-0.91970758,-1.7322989,-1.3144915,-0.7866235,-0.80679233,-0.90282127,-1.7032517,-0.78258679,-3.2390987,-0.89468306,-1.1434414,-0.81709274,-0.84153485,-1.9267417,-1.2634268,-3.2044418,-0.79955712,-0.78248416,-0.78378537,-1.6322922,-1.2260172,-0.79963209,-0.86080042,-1.0201702,-1.0262616,-1.8394861,-0.86957693,-1.0360419,-0.79776056,-1.2394528,-0.78468328,-1.9174584,-0.95188141,-1.0357137,-1.1679891,-1.026759,-1.0632207,-1.1347106,-0.78211837,-0.87719622,-0.87024321,-0.78611303,-0.85496447,-0.92729674,-0.99928138,-0.78751356
-17.514385,0.9942208,0.5572036,3,7,0,18.850068,0.11216423,-0.14405404,-0.86914332,0.827095,-1.487076,-1.5482001,-0.80778037,-1.4512658,-0.95531243,-1.2192965,-1.181855,-0.73093687,-0.90008653,-1.0293437,-1.2580459,-0.73665938,-7.232473,-0.88515153,-0.81816854,-0.76962691,-0.78340709,-1.0769359,-0.92613086,-2.835811,-0.75896685,-0.84415916,-0.7845558,-2.119855,-0.88036711,-0.9836422,-1.1333764,-1.575983,-0.91622314,-1.6688799,-0.72910689,-0.7923847,-0.76854026,-1.9956291,-0.74909771,-0.97568268,-0.75691918,-1.035981,-1.5127886,-1.2192214,-0.76969099,-0.75956557,-0.90108709,-2.1532373,-0.79052221,-0.78993142,-0.7291029,-0.73701151,-1.2122835,-1.0574411
-18.422382,0.95681376,0.5572036,2,3,0,18.975803,0.1557495,-0.32295013,-0.67198325,0.78493206,-1.6557951,-2.3308866,-0.76706053,-2.5630746,-1.1528748,-1.4737296,-1.880115,-0.67805216,-0.7281719,-1.3138911,-1.3712597,-0.67914218,-4.9929538,-1.1454111,-0.77439848,-0.68661463,-0.67928158,-1.3989389,-0.89869137,-2.0225692,-0.68934543,-0.72267637,-0.91704434,-2.991196,-0.81537974,-1.0020096,-1.2055611,-1.5554342,-0.70405039,-2.9912158,-0.67690756,-1.2851951,-0.71131188,-1.378964,-0.80622005,-1.4452211,-0.68536909,-1.6141173,-0.81372298,-1.5082141,-0.7330765,-0.73262548,-0.76408362,-0.92767499,-0.67997763,-0.7871252,-0.67819452,-0.68803215,-1.5426079,-0.681812
-17.866779,1,0.5572036,2,3,0,19.164211,0.14086956,-0.083218184,-0.81804127,0.76264126,-1.5410525,-1.4580281,-0.72891156,-1.4022171,-0.95687135,-1.1322385,-1.2416223,-0.66707295,-0.74959,-0.99347958,-1.1933633,-0.69823786,-8.309927,-0.85790916,-0.74731981,-0.70586041,-0.72016097,-1.0446162,-0.85356656,-3.3131932,-0.66764729,-0.7453978,-0.70629759,-2.1941625,-0.82181688,-0.93311663,-1.1086296,-1.6322339,-0.86401001,-1.7752916,-0.64833183,-0.7632958,-0.70214255,-2.3803933,-0.66802365,-0.91857021,-0.67836901,-1.0064411,-1.5085133,-1.239543,-0.69181158,-0.69032963,-0.86365869,-2.4888849,-0.71824236,-0.74594542,-0.64953389,-0.66094114,-1.2053343,-1.1876619
-16.48921,1,0.5572036,3,7,0,17.897178,-0.064320513,0.13214625,-0.56841742,0.84250519,-2.0714212,-1.4711944,-0.96256543,-1.6589748,-0.91427511,-1.2384427,-1.1600312,-0.78252762,-0.74904973,-0.82043627,-1.3437622,-0.90839286,-5.2556953,-0.83549837,-1.0307068,-0.74756495,-0.74770811,-1.4773681,-1.0903406,-4.3823086,-0.77840433,-0.80907275,-0.75209382,-1.3338649,-1.1459373,-0.77400804,-0.84102472,-1.0970845,-1.1441634,-1.4089798,-0.78149184,-0.88645591,-0.74762014,-2.2011732,-0.77175939,-1.3045372,-0.90510218,-0.85408324,-1.54644,-0.98419705,-0.94019323,-1.0352518,-0.77655806,-1.8364327,-0.94684721,-0.78282545,-0.75779789,-0.76929148,-0.91267551,-1.2157885
-17.32415,0.88224963,0.5572036,2,7,0,20.560733,0.085361775,0.1412634,-0.63001112,0.82533167,-1.7554072,-1.2055303,-0.83847805,-1.3029696,-0.98839678,-1.0461716,-1.2339717,-0.81822873,-0.7270314,-0.87344486,-1.1486185,-0.98866928,-6.624363,-0.87616174,-0.88742353,-0.75264543,-0.75411316,-1.1980041,-0.94030113,-4.1354789,-0.73855326,-0.78341961,-0.72836846,-1.5182462,-0.98397456,-0.82331333,-0.93128975,-1.3021999,-1.0331113,-1.4972649,-0.7293134,-0.88882665,-0.74550249,-2.6996608,-0.72923397,-1.0359159,-0.80377261,-0.89305105,-1.5114952,-1.0941919,-0.81730033,-0.87482178,-0.84335291,-2.4953707,-0.8646075,-0.8206311,-0.72813469,-0.7276859,-1.0042811,-1.5866534
-17.644145,0.99419363,0.5572036,3,7,0,18.175534,0.10345821,-0.058112911,-0.37958568,0.81716202,-2.0254996,-1.9253129,-0.85713422,-2.518127,-1.2184567,-1.3106385,-2.0191732,-0.79557099,-1.3078058,-1.0817812,-1.290416,-0.93078202,-3.6507058,-1.1675124,-0.90740731,-0.71702099,-0.72544967,-1.6986789,-0.96676961,-2.9319848,-0.75964853,-0.8753172,-0.79425332,-2.099142,-0.97068235,-0.81866954,-0.95111396,-1.1946035,-0.78363692,-2.7627886,-0.72521065,-1.6800132,-0.72318045,-1.7243702,-0.74149777,-1.7197678,-0.76476673,-1.3879846,-0.79137975,-1.3246171,-0.85124756,-0.95621407,-0.7390593,-0.91770623,-0.71886292,-0.85208939,-0.71825288,-0.77257758,-1.2394103,-0.73897983
-16.144941,1,0.5572036,3,7,0,17.449652,0.095068095,-0.016774285,-0.46701058,0.83989617,-1.8991752,-1.6893484,-0.8701403,-2.0701344,-1.1394077,-1.2410572,-1.7128162,-0.81240878,-0.997321,-1.026985,-1.2578086,-0.93504012,-4.2803303,-1.068996,-0.91545417,-0.74647854,-0.74471147,-1.5148186,-0.97459046,-3.1041914,-0.75516282,-0.78277415,-0.78844672,-1.9067131,-0.98407757,-0.84439741,-0.96520446,-1.2334824,-0.85576033,-2.2781259,-0.75046146,-1.350496,-0.75308606,-1.8988273,-0.75469121,-1.46639,-0.79625722,-1.214647,-0.94359431,-1.2519594,-0.85787929,-0.9370942,-0.78470838,-1.2051078,-0.76213115,-0.85572719,-0.74487435,-0.76845353,-1.1733237,-0.86269126
-15.826137,0.94070918,0.5572036,3,15,0,17.416395,0.093311937,0.024412251,-0.60536813,0.79287024,-1.819436,-1.4782543,-0.80941575,-1.6598461,-1.0236267,-1.1494967,-1.423533,-0.74897673,-0.70816193,-0.93389347,-1.214001,-0.86596469,-6.1088258,-0.9236492,-0.85291372,-0.70229392,-0.69796699,-1.3057838,-0.92670397,-3.6697676,-0.68794205,-0.693026,-0.7097396,-1.8306451,-0.93962674,-0.81912973,-0.95273427,-1.3254489,-0.90029032,-1.8871573,-0.68993996,-0.99850775,-0.70498685,-2.3126722,-0.68935108,-1.1794603,-0.74886108,-1.0190761,-1.229511,-1.1758172,-0.7850663,-0.83790692,-0.78237721,-1.8584126,-0.75561081,-0.79000354,-0.68686425,-0.68851524,-1.0958801,-1.1080536
-15.415279,0.97638529,0.5572036,2,7,0,16.883175,-0.056266014,-0.12360008,-0.70059683,0.79034898,-2.0125962,-2.0595835,-0.90845632,-2.1779026,-0.87080639,-1.5117388,-1.2113111,-0.68429701,-0.70705416,-0.88586716,-1.5317019,-0.68800338,-5.5209552,-0.8181588,-0.94115482,-0.68381779,-0.68428562,-1.51155,-1.0824978,-3.4377268,-0.71945295,-0.73649389,-0.69812575,-1.8719181,-1.0346203,-0.78284571,-0.89894976,-1.2174049,-0.96389177,-1.7606466,-0.71686355,-0.82886224,-0.68390075,-1.6194087,-0.68379309,-1.4115036,-0.79764813,-0.96841922,-1.3918485,-1.0608909,-0.85724594,-0.87755018,-0.71841334,-1.3396591,-0.78951521,-0.70652668,-0.71038035,-0.71441432,-1.0347463,-0.7593718
-16.299888,0.80971663,0.5572036,2,3,0,17.736699,-0.11416808,-0.1926097,-0.74798564,0.76772009,-2.1310327,-2.4220148,-0.94151137,-2.4917069,-0.80115607,-1.7245624,-1.1316198,-0.67665874,-0.74362709,-0.85672408,-1.7138608,-0.66368223,-5.5647727,-0.76224149,-0.96602817,-0.65904305,-0.66028906,-1.6168426,-1.1533437,-3.4209677,-0.72297753,-0.74679044,-0.66873076,-1.9560466,-1.0650738,-0.75205574,-0.86969793,-1.1880035,-0.97649588,-1.7491518,-0.7106817,-0.7520048,-0.65548745,-1.392086,-0.65462286,-1.529309,-0.79801769,-0.94248021,-1.4816286,-1.015243,-0.87184089,-0.87057277,-0.67574073,-1.1706811,-0.7812112,-0.66162214,-0.7111271,-0.70833695,-1.010774,-0.66849597
-15.841732,0.99343727,0.5572036,2,7,0,17.005811,-0.11251279,-0.13323136,-0.66562521,0.80120954,-2.1510548,-2.2376517,-0.97194758,-2.42144,-0.8556187,-1.6259438,-1.2042845,-0.70189066,-0.70825471,-0.86499379,-1.6310753,-0.69796476,-4.8441337,-0.81329006,-1.0089895,-0.70393967,-0.70832217,-1.663561,-1.1563491,-3.4638534,-0.73782302,-0.73975253,-0.70464803,-1.7841874,-1.1050045,-0.761392,-0.85962795,-1.1275837,-0.99507364,-1.7516572,-0.7531617,-0.8508841,-0.69921476,-1.4561843,-0.69792431,-1.5818706,-0.84270427,-0.96051823,-1.3616437,-1.0214326,-0.91996509,-0.95091895,-0.70939789,-1.1325637,-0.81377739,-0.70880985,-0.74465335,-0.76155036,-0.9970421,-0.72043609
-15.783121,0.96257765,0.5572036,3,7,0,16.722377,0.022022349,-0.095189235,-0.69101766,0.88045481,-1.7443768,-1.7132218,-0.9235259,-1.8066857,-0.99387994,-1.3330733,-1.2906065,-0.79540377,-0.79602798,-0.994089,-1.3583226,-0.81596904,-5.0092251,-0.93956701,-0.94900204,-0.79473586,-0.79371903,-1.3528002,-1.0436905,-2.9361545,-0.80375474,-0.81541461,-0.81450614,-1.8197974,-1.0176075,-0.90296433,-1.0101765,-1.2979298,-0.97499139,-1.7377775,-0.80173294,-0.95125142,-0.7974578,-1.7250139,-0.79470502,-1.2691592,-0.85303905,-1.0626917,-1.2957097,-1.1567418,-0.89022926,-0.90856284,-0.84603568,-1.4803198,-0.85226845,-0.8328642,-0.79756513,-0.79946128,-1.1266052,-0.92267031
-15.689241,0.9961792,0.5572036,2,7,0,16.141465,0.011812764,-0.050671186,-0.56589417,0.88621231,-1.8747982,-1.7495765,-0.94839183,-1.988683,-1.0373259,-1.3397614,-1.4215656,-0.81369251,-0.83656414,-0.98958597,-1.3603983,-0.86550761,-4.243838,-0.98237562,-0.98617967,-0.79819996,-0.79896275,-1.4929556,-1.063124,-3.0395604,-0.79933143,-0.79816877,-0.81666895,-1.7467773,-1.056652,-0.87253784,-0.96854469,-1.2096303,-0.96267065,-1.8811469,-0.81395601,-1.0963991,-0.79990443,-1.705905,-0.79948727,-1.4269927,-0.87106697,-1.1005648,-1.145154,-1.1594843,-0.9253756,-0.97717532,-0.82636777,-1.265963,-0.84637836,-0.84876606,-0.80537724,-0.82412987,-1.1110295,-0.88915151
-15.243555,0.95935909,0.5572036,3,7,0,16.178465,0.02284514,-0.11666586,-0.60631806,0.78645806,-1.9751825,-2.015566,-0.85710488,-2.2828614,-0.98681327,-1.421651,-1.4915124,-0.68643847,-0.70495493,-0.9719474,-1.4210023,-0.71988952,-5.0727782,-0.92925541,-0.89352456,-0.67898244,-0.67923482,-1.5349158,-1.0073176,-3.187443,-0.68009557,-0.6787227,-0.72267895,-2.06043,-0.9734323,-0.80417893,-0.93947785,-1.2561749,-0.85146089,-2.1610598,-0.6953224,-1.0490379,-0.68270833,-1.684081,-0.68761649,-1.4760232,-0.75371062,-1.1291261,-1.0841068,-1.1808905,-0.82201446,-0.86427903,-0.7197475,-1.1869969,-0.72044931,-0.73988926,-0.68903211,-0.7088355,-1.1391821,-0.7356815
-18.054664,0.70575475,0.5572036,3,7,0,21.96757,0.18743366,-0.22398683,-0.6828137,0.73892741,-1.6411461,-2.013477,-0.69596261,-2.1970654,-1.1518742,-1.3062778,-1.843034,-0.63545675,-0.64898203,-1.2526676,-1.2629811,-0.65410942,-6.3896912,-1.0985961,-0.71029499,-0.64724355,-0.63647603,-1.2723555,-0.82494054,-2.4927125,-0.62517689,-0.63326637,-0.82615133,-2.9397735,-0.76332354,-0.978962,-1.2023277,-1.6540873,-0.67228846,-2.866801,-0.61714417,-1.1889859,-0.67293039,-1.8065793,-0.72548387,-1.2486766,-0.62597647,-1.4905885,-0.8746298,-1.5109507,-0.66403163,-0.66992674,-0.76527378,-1.291878,-0.61646898,-0.76842393,-0.61694577,-0.61684777,-1.5075917,-0.67131918
-15.904462,1,0.5572036,2,3,0,18.404614,0.065882918,0.005523128,-0.67429486,0.79627834,-1.7879822,-1.4905961,-0.82165775,-1.5897993,-0.96283578,-1.179963,-1.2801845,-0.72490786,-0.69341266,-0.90948388,-1.2513818,-0.80287755,-6.4970376,-0.87040496,-0.86031739,-0.7068772,-0.70645004,-1.2614786,-0.94775983,-3.6906014,-0.70338275,-0.7327423,-0.70681816,-1.7930151,-0.95009641,-0.82569623,-0.95495145,-1.3404599,-0.9471898,-1.709214,-0.69582883,-0.87663106,-0.7069893,-2.2618613,-0.69189371,-1.1242209,-0.76099006,-0.95994268,-1.3982416,-1.1317395,-0.78973797,-0.82521882,-0.79309485,-2.0068533,-0.78767024,-0.76770624,-0.69145065,-0.69163451,-1.0671807,-1.1351769
-18.588455,0.87378663,0.5572036,2,3,0,18.986388,-0.05452328,-0.094373643,-0.50677871,0.65199787,-2.8084653,-2.7871598,-0.86849863,-3.4630254,-0.90585919,-1.7743921,-1.7424428,-0.49904799,-0.66144667,-0.82702032,-1.7543016,-0.56130875,-5.4777054,-0.83681778,-0.9477716,-0.50386125,-0.52734573,-2.1698377,-1.1084399,-4.5173216,-0.49224798,-0.50136025,-0.52220605,-2.2459877,-1.0779267,-0.57783047,-0.73234451,-1.0882373,-0.78522078,-2.722492,-0.5585887,-1.184567,-0.49256881,-1.705676,-0.49216966,-2.1323899,-0.67324275,-1.1106615,-0.97868327,-1.1123025,-0.82763684,-0.95659664,-0.50026867,-0.84808522,-0.56991095,-0.55218742,-0.53598404,-0.62919095,-1.0349957,-0.50341783
